SHOP NAME,LOCATION,Latitude,Longitude,Sales Exec Name,Average 30 days Sale,Average Payment Cycle (days),MOBILE NO,SHOP SIZE,NO OF SKU,Volume  (4/10),Credit Cycle (4/10),Location (1/10),SKUS (1/10),Total,quality,Color,hov_text
aman fruit,near Iti malviyanagar market,28.5342332,77.2094473,Azhar,135000,2+,9999070986,7*6,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,3,1,1,9,A,green,aman fruit<br>30 Days sale: 135000<br>Payment Cycle: 2+<br>Total Score: 9
charan singh,malviya nagarmarket,28.5342332,77.2094473,Azhar,135000,2+,9990335045,6*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,3,1,1,9,A,green,charan singh<br>30 Days sale: 135000<br>Payment Cycle: 2+<br>Total Score: 9
shiv shankar,green park market,28.5618637,77.2058444,Azhar,135000,2+,9811920459,12*15,"watermillion, muskmillion, malta, mango, apple, grapes, orange, banana all top quality fruit",4,3,1,1,9,A,green,shiv shankar<br>30 Days sale: 135000<br>Payment Cycle: 2+<br>Total Score: 9
Ashok fruit,green park  market,28.5618637,77.2058444,Azhar,135000,1,8130079506,6*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,4,1,1,10,A,green,Ashok fruit<br>30 Days sale: 135000<br>Payment Cycle: 1<br>Total Score: 10
sai fruits,green park market,28.5618637,77.2058444,Azhar,135000,1,9810221595,10*15,"watermillion, muskmillion, malta, mango, apple, grapes, orange, banana all top quality fruit",4,4,1,1,10,A,green,sai fruits<br>30 Days sale: 135000<br>Payment Cycle: 1<br>Total Score: 10
golden fruits,INA market,28.5744644,77.2101563,Azhar,135000,1,8826830836,8*7,"watermillion, muskmillion, malta, mango, apple, grapes, orange, banana and imported",4,4,1,1,10,A,green,golden fruits<br>30 Days sale: 135000<br>Payment Cycle: 1<br>Total Score: 10
sethi fruits,INA market,28.5744644,77.2101563,Azhar,99000,1,9811027365,10*10,"watermillion, muskmillion, malta, mango, apple, grapes, orange, banana and imported",3,4,1,1,9,A,green,sethi fruits<br>30 Days sale: 99000<br>Payment Cycle: 1<br>Total Score: 9
harsh ahuja fruits, INA market,28.5744644,77.2101563,Azhar,99000,1,9811089699,10*10,"watermillion, muskmillion, malta, mango, apple, grapes, orange, banana and imported",3,4,1,1,9,A,green,harsh ahuja fruits<br>30 Days sale: 99000<br>Payment Cycle: 1<br>Total Score: 9
Gulfam  fruits,defence colony,28.5733536,77.2326497,Azhar,99000,1,9911421027,6*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",3,4,1,1,9,A,green,Gulfam  fruits<br>30 Days sale: 99000<br>Payment Cycle: 1<br>Total Score: 9
pushpendre fruits ,hauz khas market,28.5513725,77.2067427,Azhar,99000,1,7011192041,6*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",3,4,1,1,9,A,green,pushpendre fruits <br>30 Days sale: 99000<br>Payment Cycle: 1<br>Total Score: 9
kapish fruit,indra market munirka,28.5532203,77.1745067,Azhar,99000,1,9990294946,10*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",3,4,1,1,9,A,green,kapish fruit<br>30 Days sale: 99000<br>Payment Cycle: 1<br>Total Score: 9
kabir fruits,r k puram sector 6,28.566073,77.1729605,Azhar,99000,1,9315391857,10*6,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",3,4,1,1,9,A,green,kabir fruits<br>30 Days sale: 99000<br>Payment Cycle: 1<br>Total Score: 9
munni lal,r k puram sector 6,28.566073,77.1729605,Azhar,99000,1,9968405348,10*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",3,4,1,1,9,A,green,munni lal<br>30 Days sale: 99000<br>Payment Cycle: 1<br>Total Score: 9
naseer fruit,malviya nagar market,28.5342332,77.2094473,Azhar,99000,1,9650248929,10*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",3,4,1,1,9,A,green,naseer fruit<br>30 Days sale: 99000<br>Payment Cycle: 1<br>Total Score: 9
Raj fruit,malviya nagar market,28.5342332,77.2094473,Azhar,135000,1,7838434234,10*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,4,1,1,10,A,green,Raj fruit<br>30 Days sale: 135000<br>Payment Cycle: 1<br>Total Score: 10
rafiq fruit,malviya nagar market,28.5342332,77.2094473,Azhar,135000,1,9354626518,8*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,4,1,1,10,A,green,rafiq fruit<br>30 Days sale: 135000<br>Payment Cycle: 1<br>Total Score: 10
zakir fruit,malviya nagar market,28.5342332,77.2094473,Azhar,135000,1,9899512656,8*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,4,1,1,10,A,green,zakir fruit<br>30 Days sale: 135000<br>Payment Cycle: 1<br>Total Score: 10
roshini fruit,malviya nagar gupta colony,28.5339155,77.2164256,Azhar,135000,1,9650154616,7*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,4,1,1,10,A,green,roshini fruit<br>30 Days sale: 135000<br>Payment Cycle: 1<br>Total Score: 10
lalit fruit,sheikh sarai,28.5363155,77.2218338,Azhar,135000,1,9354051190,7*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,4,1,1,10,A,green,lalit fruit<br>30 Days sale: 135000<br>Payment Cycle: 1<br>Total Score: 10
muashid fruit,sheikh sarai,28.5363155,77.2218338,Azhar,135000,1,9084225890,7*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,4,1,1,10,A,green,muashid fruit<br>30 Days sale: 135000<br>Payment Cycle: 1<br>Total Score: 10
zaheer fruit,saket j block,28.5205014,77.2139292,Azhar,135000,7+,9811178221,9*7,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,1,1,1,7,B,green,zaheer fruit<br>30 Days sale: 135000<br>Payment Cycle: 7+<br>Total Score: 7
salim fruit,chirag delhi,28.5376318,77.2282863,Azhar,135000,7+,9643183658,6*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,1,1,0.5,6.5,B,green,salim fruit<br>30 Days sale: 135000<br>Payment Cycle: 7+<br>Total Score: 6.5
babu fruit,chirag delhi,28.5376318,77.2282863,Azhar,135000,7+,9315099230,6*6,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,1,1,0.5,6.5,B,green,babu fruit<br>30 Days sale: 135000<br>Payment Cycle: 7+<br>Total Score: 6.5
delhi fruit,krishan market lajpat nagar,28.5748327,77.242087,Azhar,135000,7+,7042427847,5*6,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,1,1,0.5,6.5,B,green,delhi fruit<br>30 Days sale: 135000<br>Payment Cycle: 7+<br>Total Score: 6.5
sonu ,krishan market lajpat nagar,28.5748327,77.242087,Azhar,135000,7+,9650089340,8*7,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,1,1,0.5,6.5,B,green,sonu <br>30 Days sale: 135000<br>Payment Cycle: 7+<br>Total Score: 6.5
subrati,krishan market lajpat nagar,28.5748327,77.242087,Azhar,135000,7+,9910281945,65,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,1,1,0.5,6.5,B,green,subrati<br>30 Days sale: 135000<br>Payment Cycle: 7+<br>Total Score: 6.5
pintu,krishan market lajpat nagar,28.5748327,77.242087,Azhar,60000,7+,9717138752,6*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",1,1,1,0.5,3.5,C,red,pintu<br>30 Days sale: 60000<br>Payment Cycle: 7+<br>Total Score: 3.5
sonu ali,krishan market lajpat nagar,28.5748327,77.242087,Azhar,60000,7+,9810429099,5*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",1,1,1,0.5,3.5,C,red,sonu ali<br>30 Days sale: 60000<br>Payment Cycle: 7+<br>Total Score: 3.5
durga prasad,krishan market lajpat nagar,28.5748327,77.242087,Azhar,60000,1,9560708685,7*8,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",1,4,1,0.5,6.5,B,green,durga prasad<br>30 Days sale: 60000<br>Payment Cycle: 1<br>Total Score: 6.5
ravi,maidan garhi chattarpur,28.4997988,77.195326,Azhar,60000,1,9871294739,5*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",1,4,1,0.5,6.5,B,green,ravi<br>30 Days sale: 60000<br>Payment Cycle: 1<br>Total Score: 6.5
arman ,malviya nagar market,28.5342332,77.2094473,Azhar,60000,1,9599465917,5*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",1,4,1,0.5,6.5,B,green,arman <br>30 Days sale: 60000<br>Payment Cycle: 1<br>Total Score: 6.5
jawed,malviya nagar market,28.5342332,77.2094473,Azhar,60000,1,9643887853,6*6,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",1,4,1,0.5,6.5,B,green,jawed<br>30 Days sale: 60000<br>Payment Cycle: 1<br>Total Score: 6.5
jawed,saket j block,28.5205014,77.2139292,Azhar,60000,1,9810222597,6*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",1,4,1,0.5,6.5,B,green,jawed<br>30 Days sale: 60000<br>Payment Cycle: 1<br>Total Score: 6.5
manglam,pancsheel enclave,28.54482,77.2283008,Azhar,60000,1,9810128131,8*8,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",1,4,1,0.5,6.5,B,green,manglam<br>30 Days sale: 60000<br>Payment Cycle: 1<br>Total Score: 6.5
rajesh,gk 2 m block,28.5348475,77.2441075,Azhar,60000,1,9868728139,5*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",1,4,1,0.5,6.5,B,green,rajesh<br>30 Days sale: 60000<br>Payment Cycle: 1<br>Total Score: 6.5
shree sai,gk 2 e block,28.5569617,77.2072869,Azhar,60000,1,9560274438,6*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",1,4,1,0.5,6.5,B,green,shree sai<br>30 Days sale: 60000<br>Payment Cycle: 1<br>Total Score: 6.5
jaswant,gk 2 e block,28.5569617,77.2072869,Azhar,135000,1,9654113043,8*7,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,4,1,0.5,9.5,A,green,jaswant<br>30 Days sale: 135000<br>Payment Cycle: 1<br>Total Score: 9.5
suresh,c r park market,28.5397842,77.2489726,Azhar,135000,1,9650461615,6*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,4,1,0.5,9.5,A,green,suresh<br>30 Days sale: 135000<br>Payment Cycle: 1<br>Total Score: 9.5
aone fruit,push vihar saket,28.5220971,77.2101534,Azhar,135000,1,9999325898,8*7,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,4,1,0.5,9.5,A,green,aone fruit<br>30 Days sale: 135000<br>Payment Cycle: 1<br>Total Score: 9.5
sahil,pushp vihar saket,28.5220971,77.2101534,Azhar,135000,1,9958115733,5*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,4,1,0.5,9.5,A,green,sahil<br>30 Days sale: 135000<br>Payment Cycle: 1<br>Total Score: 9.5
shyam,kalka ji market,28.5399515,77.2591579,Azhar,135000,1,7838731609,6*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,4,1,0.5,9.5,A,green,shyam<br>30 Days sale: 135000<br>Payment Cycle: 1<br>Total Score: 9.5
krishna,mehrauli market,28.5204637,77.178666,Azhar,135000,1,7982843865,6*6,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,4,1,0.5,9.5,A,green,krishna<br>30 Days sale: 135000<br>Payment Cycle: 1<br>Total Score: 9.5
lallan,mehrauli market,28.5204637,77.178666,Azhar,135000,1,9958918166,6*6,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,4,1,0.5,9.5,A,green,lallan<br>30 Days sale: 135000<br>Payment Cycle: 1<br>Total Score: 9.5
pradeep,mehrauli market,28.5204637,77.178666,Azhar,135000,2+,8851665208,7*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,3,1,1,9,A,green,pradeep<br>30 Days sale: 135000<br>Payment Cycle: 2+<br>Total Score: 9
sadre alam,mehrauli market,28.5204637,77.178666,Azhar,135000,2+,7303935355,6*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,3,1,1,9,A,green,sadre alam<br>30 Days sale: 135000<br>Payment Cycle: 2+<br>Total Score: 9
subham,mehrauli market,28.5204637,77.178666,Azhar,135000,2+,8860105241,7*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,3,1,1,9,A,green,subham<br>30 Days sale: 135000<br>Payment Cycle: 2+<br>Total Score: 9
sudhir,mehrauli market,28.5204637,77.178666,Azhar,135000,2+,9810710836,7*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,3,1,1,9,A,green,sudhir<br>30 Days sale: 135000<br>Payment Cycle: 2+<br>Total Score: 9
mohit,hauz khas market,28.5513725,77.2067427,Azhar,75000,2+,9958610216,5*6,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",2,3,1,1,7,B,green,mohit<br>30 Days sale: 75000<br>Payment Cycle: 2+<br>Total Score: 7
mukesh,hauz khas market,28.5513725,77.2067427,Azhar,75000,2+,9811973506,6*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",2,3,1,1,7,B,green,mukesh<br>30 Days sale: 75000<br>Payment Cycle: 2+<br>Total Score: 7
lal singh,r k puram sector 1,28.5633813,77.1823055,Azhar,75000,2+,9911981607,8*10,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",2,3,1,1,7,B,green,lal singh<br>30 Days sale: 75000<br>Payment Cycle: 2+<br>Total Score: 7
amjad,malviya nagar,28.5342332,77.2094473,Azhar,75000,2+,9654501696,6*6,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",2,3,1,1,7,B,green,amjad<br>30 Days sale: 75000<br>Payment Cycle: 2+<br>Total Score: 7
devender,malviya nagar,28.5342332,77.2094473,Azhar,75000,2+,9810882308,5*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",2,3,1,1,7,B,green,devender<br>30 Days sale: 75000<br>Payment Cycle: 2+<br>Total Score: 7
gopal,malviya nagar,28.5342332,77.2094473,Azhar,75000,2+,8859557162,6*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",2,3,1,1,7,B,green,gopal<br>30 Days sale: 75000<br>Payment Cycle: 2+<br>Total Score: 7
jabar singh,malviya nagar,28.5342332,77.2094473,Azhar,75000,2+,9650768481,5*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",2,3,1,1,7,B,green,jabar singh<br>30 Days sale: 75000<br>Payment Cycle: 2+<br>Total Score: 7
sahil,malviya nagar,28.5342332,77.2094473,Azhar,75000,2+,7037884614,5*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",2,3,1,1,7,B,green,sahil<br>30 Days sale: 75000<br>Payment Cycle: 2+<br>Total Score: 7
tariq,malviya nagar,28.5342332,77.2094473,Azhar,75000,2+,8920451612,5*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",2,3,1,1,7,B,green,tariq<br>30 Days sale: 75000<br>Payment Cycle: 2+<br>Total Score: 7
madan,hauz khas,28.5478897,77.2031247,Azhar,75000,2+,9870714387,6*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",2,3,1,1,7,B,green,madan<br>30 Days sale: 75000<br>Payment Cycle: 2+<br>Total Score: 7
ramesh fruit,hauz khas,28.5478897,77.2031247,Azhar,75000,2+,9650222363,5*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",2,3,1,1,7,B,green,ramesh fruit<br>30 Days sale: 75000<br>Payment Cycle: 2+<br>Total Score: 7
naseem fruit,yusuf sarai,28.5586804,77.2081801,Azhar,75000,2+,,8*6,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",2,3,1,1,7,B,green,naseem fruit<br>30 Days sale: 75000<br>Payment Cycle: 2+<br>Total Score: 7
intizar,saket pvr,28.5237554,77.207147,Azhar,75000,4+,9811320505,5*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",2,2,1,1,6,B,green,intizar<br>30 Days sale: 75000<br>Payment Cycle: 4+<br>Total Score: 6
pappu,malviya nagar,28.5342332,77.2094473,Azhar,135000,4+,9354656766,6*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,2,1,1,8,A,green,pappu<br>30 Days sale: 135000<br>Payment Cycle: 4+<br>Total Score: 8
rehman,malviya nagar,28.5342332,77.2094473,Azhar,135000,4+,9105642140,5*6,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,2,1,1,8,A,green,rehman<br>30 Days sale: 135000<br>Payment Cycle: 4+<br>Total Score: 8
rafiq,malviya nagar,28.5342332,77.2094473,Azhar,135000,4+,9354626518,5*6,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,2,1,1,8,A,green,rafiq<br>30 Days sale: 135000<br>Payment Cycle: 4+<br>Total Score: 8
ganesh,malviya nagar,28.5342332,77.2094473,Azhar,135000,4+,8527765868,5*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,2,1,1,8,A,green,ganesh<br>30 Days sale: 135000<br>Payment Cycle: 4+<br>Total Score: 8
dharmendra,malviya nagar,28.5342332,77.2094473,Azhar,135000,7+,7037417408,5*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,1,1,0.5,6.5,B,green,dharmendra<br>30 Days sale: 135000<br>Payment Cycle: 7+<br>Total Score: 6.5
hari chand,malviya nagar,28.5342332,77.2094473,Azhar,135000,7+,9560585465,5*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,1,1,0.5,6.5,B,green,hari chand<br>30 Days sale: 135000<br>Payment Cycle: 7+<br>Total Score: 6.5
rinku,malviya nagar,28.5342332,77.2094473,Azhar,135000,7+,9540996051,5*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,1,1,0.5,6.5,B,green,rinku<br>30 Days sale: 135000<br>Payment Cycle: 7+<br>Total Score: 6.5
mehboob,malviya nagar,28.5342332,77.2094473,Azhar,135000,7+,9193833813,5*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,1,1,0.5,6.5,B,green,mehboob<br>30 Days sale: 135000<br>Payment Cycle: 7+<br>Total Score: 6.5
faizan,malviya nagar,28.5342332,77.2094473,Azhar,135000,7+,7290843008,5*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,1,1,0.5,6.5,B,green,faizan<br>30 Days sale: 135000<br>Payment Cycle: 7+<br>Total Score: 6.5
shanu,malviya nagar,28.5342332,77.2094473,Azhar,135000,7+,9810340399,5*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,1,1,0.5,6.5,B,green,shanu<br>30 Days sale: 135000<br>Payment Cycle: 7+<br>Total Score: 6.5
sahil,malviya nagar,28.5342332,77.2094473,Azhar,135000,7+,7428565489,6*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,1,1,0.5,6.5,B,green,sahil<br>30 Days sale: 135000<br>Payment Cycle: 7+<br>Total Score: 6.5
hussain,hauz rani,28.5291588,77.2106953,Azhar,135000,2+,9911701615,5*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,3,1,0.5,8.5,A,green,hussain<br>30 Days sale: 135000<br>Payment Cycle: 2+<br>Total Score: 8.5
saleem,hauz Rani,28.5291588,77.2106953,Azhar,135000,2+,8527189656,5*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,3,1,0.5,8.5,A,green,saleem<br>30 Days sale: 135000<br>Payment Cycle: 2+<br>Total Score: 8.5
saleem,hauz rani,28.5342332,77.2094473,Azhar,135000,2+,9811672346,5*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,3,1,0.5,8.5,A,green,saleem<br>30 Days sale: 135000<br>Payment Cycle: 2+<br>Total Score: 8.5
saleem,malviya nagar,28.5342332,77.2094473,Azhar,135000,2+,7017923026,5*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,3,1,0.5,8.5,A,green,saleem<br>30 Days sale: 135000<br>Payment Cycle: 2+<br>Total Score: 8.5
naheem,malviya nagar,28.5376318,77.2282863,Azhar,135000,2+,9311065604,6*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,3,1,0.5,8.5,A,green,naheem<br>30 Days sale: 135000<br>Payment Cycle: 2+<br>Total Score: 8.5
tariq,chirag delhi,28.6539087,77.2712102,Azhar,135000,2+,9711424412,5*5,"WATERMILON, MUSK MILLION, MALTA ,MANGO,APPLE, GRAPS, ORANGE, BANANA",4,3,1,0.5,8.5,A,green,tariq<br>30 Days sale: 135000<br>Payment Cycle: 2+<br>Total Score: 8.5
Momd. Ijad Fruits,Geeta Colony,28.6539087,77.2712102,Azhar,135000,2+,9313620528,10*8,5,4,3,1,0.5,8.5,A,green,Momd. Ijad Fruits<br>30 Days sale: 135000<br>Payment Cycle: 2+<br>Total Score: 8.5
Seebu Fruits,Geeta Colony,28.6539087,77.2712102,Azhar,135000,2+,8303229421,10*10,4,4,3,1,0.5,8.5,A,green,Seebu Fruits<br>30 Days sale: 135000<br>Payment Cycle: 2+<br>Total Score: 8.5
Pintu Fruits,Geeta Colony,28.6539087,77.2712102,Azhar,135000,2+,8920454619,10*8,1,4,3,1,0.5,8.5,A,green,Pintu Fruits<br>30 Days sale: 135000<br>Payment Cycle: 2+<br>Total Score: 8.5
Krishna Fruits,Geeta Colony,28.6539087,77.2712102,Azhar,135000,2+,8700746173,15*10,16,4,3,1,0.5,8.5,A,green,Krishna Fruits<br>30 Days sale: 135000<br>Payment Cycle: 2+<br>Total Score: 8.5
Sanju Coconut,Geeta Colony,28.6539087,77.2712102,Azhar,135000,7+,8851551618,10*10,1,4,1,1,0.5,6.5,B,green,Sanju Coconut<br>30 Days sale: 135000<br>Payment Cycle: 7+<br>Total Score: 6.5
Vishnu Fruits,Geeta Colony,28.6539087,77.2712102,Azhar,135000,7+,9873191328,12*12,15,4,1,1,0.5,6.5,B,green,Vishnu Fruits<br>30 Days sale: 135000<br>Payment Cycle: 7+<br>Total Score: 6.5
Akhilesh Kumar Fruits,Geeta Colony,28.6539087,77.2712102,Azhar,60000,7+,7752814866,10*10,10,1,1,1,0.5,3.5,C,red,Akhilesh Kumar Fruits<br>30 Days sale: 60000<br>Payment Cycle: 7+<br>Total Score: 3.5
Sameem Ahmad Fruit,Geeta Colony,28.6539087,77.2712102,Azhar,60000,7+,9810787484,10*12,10,1,1,1,0.5,3.5,C,red,Sameem Ahmad Fruit<br>30 Days sale: 60000<br>Payment Cycle: 7+<br>Total Score: 3.5
Vakil Ahmad Fruit,Geeta Colony,28.6539087,77.2712102,Azhar,60000,7+,9654829465,12*10,10,1,1,1,0.5,3.5,C,red,Vakil Ahmad Fruit<br>30 Days sale: 60000<br>Payment Cycle: 7+<br>Total Score: 3.5
Samim Fruit,Geeta Colony,28.6539087,77.2712102,Azhar,60000,7+,9917418010,10*8,4,1,1,1,0.5,3.5,C,red,Samim Fruit<br>30 Days sale: 60000<br>Payment Cycle: 7+<br>Total Score: 3.5
Chanda Fruit,Geeta Colony,28.6539087,77.2712102,Azhar,60000,1,9899325286,10*10,15,1,4,1,0.5,6.5,B,green,Chanda Fruit<br>30 Days sale: 60000<br>Payment Cycle: 1<br>Total Score: 6.5
Kamlesh Fruits,Geeta Colony,28.63642,77.2927538,Azhar,60000,1,9873980772,12*10,12,1,4,1,0.5,6.5,B,green,Kamlesh Fruits<br>30 Days sale: 60000<br>Payment Cycle: 1<br>Total Score: 6.5
Super Fruit Corner,Preet Vihar,28.63642,77.2927538,Azhar,60000,1,9811679234,15*12,15,1,4,1,0.5,6.5,B,green,Super Fruit Corner<br>30 Days sale: 60000<br>Payment Cycle: 1<br>Total Score: 6.5
Israt Fruit,Preet Vihar,28.6083697,77.293112,Azhar,60000,1,8439170149,10*10,8,1,4,1,0.5,6.5,B,green,Israt Fruit<br>30 Days sale: 60000<br>Payment Cycle: 1<br>Total Score: 6.5
Javed Fruits,Mayur Vihar Phase-1,28.6083697,77.293112,Azhar,60000,1,9717123822,10*10,12,1,4,1,0.5,6.5,B,green,Javed Fruits<br>30 Days sale: 60000<br>Payment Cycle: 1<br>Total Score: 6.5
Sonu Raaj Fruit,Mayur Vihar Phase-1,28.6083697,77.293112,Azhar,60000,1,9310609549,10*12,10,1,4,1,0.5,6.5,B,green,Sonu Raaj Fruit<br>30 Days sale: 60000<br>Payment Cycle: 1<br>Total Score: 6.5
Md. Akber Fruits,Mayur Vihar Phase -1,28.6083697,77.293112,Azhar,60000,1,8676083586,10*10,8,1,4,1,0.5,6.5,B,green,Md. Akber Fruits<br>30 Days sale: 60000<br>Payment Cycle: 1<br>Total Score: 6.5
Rafeek Fruits,Mayur Vihar Phase-1,28.6083697,77.293112,Dharmender,60000,1,8210240904,10*10,10,1,4,1,0.5,6.5,B,green,Rafeek Fruits<br>30 Days sale: 60000<br>Payment Cycle: 1<br>Total Score: 6.5
